date,tweet_id,text,year
2018-12-31 19:03:51+00:00,1079815413788102656,"Available Now! 🚨LINK ➡️ https://t.co/EkEatodh20 online @ultabeauty ✨😍
More #elfcosmetics items: brushes, skincare, primer, blush, bronzer, mascara...
Also more items by #CoverFx :
Power Play Foundation, the New Primers, complexion kit
And #Nars New Skin Deep Eyeshadow Palette https://t.co/iV5XEZIGDW",2018
2018-12-31 03:57:48+00:00,1079587398298685441,"@womanfeeds Bb cream/foundie : it cosmetics cc cream
Blush on : nars &amp; glossier 
Loose/compact powder : blp &amp; laura mercier 
Alis : benefit 
Mascara : kiss me &amp; benefit &amp; glossier 
Liptint/lipstick/lip cream : dior, make over , nars 
Bronzer : benefit",2018
2018-12-30 22:04:13+00:00,1079498417607491585,"#ontheblog , NARS Blush Review! Read the deets &amp; peek the swatches! Link in my bio. https://t.co/r5tOCjOPCz https://t.co/PWj0EcWu1T",2018
2018-12-30 14:56:21+00:00,1079390743217737729,"@BritishVogue @ArianaGrande The highlight I did for a 1996 Guess Campaign, and the highlight for Nicole Scherzinger I did for the 2006 (Buttons) video (Glycerin &amp; Nars blush). My point is it's nobodies ""iconic"" tribute, and been done for ages. I got the idea from an old @BarbraStreisand film. Cheers! https://t.co/jx0uyy0UlP",2018
2018-12-30 13:30:19+00:00,1079369088768589824,"New Products (NARS Intensely Blush Review, Photos, Swatches) has been published on Truly Fair Cosmetics - https://t.co/zYUEJemBtP",2018
2018-12-30 10:37:40+00:00,1079325642661871617,"You're not worth my tears. I wore fucking nars blush, and i wont ruin it with my tears run over it.. Ty, next.",2018
2018-12-30 03:24:02+00:00,1079216515969372160,@equestrian_poll I love NARS for blush but Estée Lauder has the best foundation! I use Double Wear and it’s extremely light but still has good coverage. I blend it with a sponge.,2018
2018-12-30 00:38:02+00:00,1079174739040526336,"@womanfeeds Liptint : mayb, emina, etude, BLP lipstain
Loose powder : RCMA atauga airspun
Maskara : mayb total temptation, lash paradise, mayb hypercurl
Blush on : makeover, emina, nyx, mayb, colourpop, milani, focallure dan lupa
Foundation : mayb, makeover, nars",2018
2018-12-30 00:17:20+00:00,1079169528951721985,@Angeschka For sure. People hated that NARS Hot Tryst palette bc the blushes “weren’t pigmented.” This was a huge selling point for my pale ass who does not *want* a super pigmented blush. (But then it was sold out everywhere and I’m so sad I missed it!!! 😣😣😣 Still sad about it.),2018
2018-12-29 22:27:45+00:00,1079141952350814209,"@minie_x Sometimes it can take less than a minute🤣🤣🤣 Blush by Nars, amazing spreadability, approved by my 2,5 year old niece https://t.co/3m4IQyYvQi",2018
2018-12-29 15:51:55+00:00,1079042335286030336,"@womanfeeds Liptint : liptone get it tint
Loose powder : ponds bb
Maskara : loreal lash paradise 
Blush on : pake liptint lol
Foundation : nars radiant longwear, maybelline poreless matte
Thank you!💕",2018
2018-12-29 15:17:08+00:00,1079033585410048000,"@womanfeeds Liptint : dior lip tattoo
Loose powder : blp/ laura mercier
Maskara : benefit bad gal sama kiss me heroine 
Blush on : 3ce/ nars 
Foundation : estee lauder",2018
2018-12-29 04:40:02+00:00,1078873253299535873,@BobbyMalito @malwareunicorn @Crayola oh bobby you haven’t heard of the NARS color names then....you’d never believe what my blush is called!,2018
2018-12-28 21:20:35+00:00,1078762662333423617,for blush i use the Nars dual toned blush in the shade ‘ferevor’. i use this blush because it’s easy to apply and it’s every close to my natural blush shade.,2018
2018-12-28 20:32:00+00:00,1078750435823869952,@raphlumbroso .....honestly? the nars orgasm blush.,2018
2018-12-28 19:26:48+00:00,1078734028256071680,"@molliekatie @asunflowerpose Aw, shucks 😊I have asked and she said “it’s Finnish and you can get it at cvs” which is not really all that helpful. But I know smashbox photo finish primer and nars blush stick in orgasm are the main makeup things!",2018
2018-12-28 17:32:48+00:00,1078705336427659264,This NARS Blush Is Better Than Orgasm — Don't @ Me https://t.co/1w13TCeXAo https://t.co/19BQ7hAoJY,2018
2018-12-28 17:21:39+00:00,1078702532938080257,NARS Heartbreaker Blush Palette Ulta Exclusive for Holiday 2018. #skincareluxury #beauty https://t.co/kRJqV08oMY https://t.co/N9cgEB5vgM,2018
2018-12-28 16:33:59+00:00,1078690536024956928,"Save or Splurge? NARS Blush Review with swatches, #ontheblog .https://t.co/r5tOCjOPCz #beauty #girlboss #makeup https://t.co/xEChGGyPUt",2018
