date,tweet_id,text,year,contains_word,text_preprocessed,length
2018-12-30 03:24:02+00:00,1.08e+18,@equestrian_poll I love NARS for blush but Estée Lauder has the best foundation! I use Double Wear and it’s extremely light but still has good coverage. I blend it with a sponge.,2018,False,I love  for  but Estée Lauder has the best foundation! I use Double Wear and it’s extremely light but still has good coverage. I blend it with a sponge.,29
2018-12-28 21:20:35+00:00,1.08e+18,for blush i use the Nars dual toned blush in the shade ‘ferevor’. i use this blush because it’s easy to apply and it’s every close to my natural blush shade.,2018,False,for  i use the  dual toned  in the shade ‘ferevor’. i use this  because it’s easy to apply and it’s every close to my natural  shade.,26
2018-12-27 23:50:20+00:00,1.08e+18,was feeling really stunty and gorgeous in my new nars orgasm blush until my dad yelled from across the room “WHY IS YOUR FACE ORANGE”,2018,False,was feeling really stunty and gorgeous in my new  orgasm  until my dad yelled from across the room “WHY IS YOUR FACE ORANGE”,23
2018-12-26 19:36:18+00:00,1.08e+18,"@ifollowedfires @brittania_ Britt has a tarte highlighter palette that she loooves. I’ve been using an urban decay primer that I like a lot. I’ve got the NARS orgasm blush and it’s a classic. I second Kelly’s lipstick recs, she’s a lipstick pro.",2018,False,"Britt has a tarte highlighter palette that she loooves. I’ve been using an urban decay primer that I like a lot. I’ve got the  orgasm  and it’s a classic. I second Kelly’s lipstick recs, she’s a lipstick pro.",38
2018-12-25 08:02:05+00:00,1.08e+18,so I'm debating whether if to get this nars blush with the christmas money I got or just keep my@money 💀💀,2018,False,so I'm debating whether if to get this   with the christmas money I got or just keep my 💀💀,19
2018-12-24 20:30:09+00:00,1.08e+18,Good thing- finding awesome sparkly Nars blush that I really want. Best thing- it’s sold out and it’s $30 and I don’t need it. But so pretty,2018,False,Good thing- finding awesome sparkly   that I really want. Best thing- it’s sold out and it’s $ and I don’t need it. But so pretty,25
2018-12-24 20:22:29+00:00,1.08e+18,@rawrwithsound I’m just assuming that Nars blush is “Orgasm”?,2018,False,I’m just assuming that   is “Orgasm”?,6
2018-12-24 17:16:55+00:00,1.08e+18,i got the too faced chocolate bar palette and sweet peach glow im 💗💖💓 and also a fenty lipstick and nars blush,2018,False,i got the too faced chocolate bar palette and sweet peach glow im 💗💖💓 and also a fenty lipstick and,20
2018-12-24 06:09:05+00:00,1.08e+18,@xonecole The iconic Taj Mahal blush from NARS was made specifically to compliment Naomi Campbell’s skin and she wears it almost exclusively.,2018,False,The iconic Taj Mahal  from  was made specifically to compliment Naomi Campbell’s skin and she wears it almost exclusively.,19
2018-12-24 01:10:03+00:00,1.08e+18,Tempted to buy a nars blush...,2018,False,Tempted to buy a  ...,5
