date,tweet_id,text,year
2016-12-31 20:06:34+00:00,815288055481372672,NARS Blush - Exhibit A 4.8g/0.16oz Make Up https://t.co/PnnUeZusH3 #beauty https://t.co/RW0yAMt9Be,2016
2016-12-31 17:41:49+00:00,815251628177715201,@callieannej it's just a Mary Kay one but I also bought a It's Cosmetics concealer and a NARS blush,2016
2016-12-31 01:34:23+00:00,815008167788744705,NARS Spring 2017 Wildfire Collection Review #NARSissist #NARS #makeup #beauty #spring2017beauty #eyeshadow #blush https://t.co/v4WkSCwYDU,2016
2016-12-30 23:53:15+00:00,814982714906423296,The new NARS blush palette is beautiful! 😍#new #nars #blush #palette #beautiful #makeup https://t.co/iAUXFHoonI,2016
2016-12-30 23:01:57+00:00,814969802641080321,"i just saw a youtube video titled ""nars organism blush"" i'm done",2016
2016-12-30 22:47:00+00:00,814966043953115136,"NARS Blush, Orgasm 0.16 oz. https://t.co/YZTlT7wAKz  #NARS #Beauty",2016
2016-12-30 22:20:48+00:00,814959450452848640,"RT:

Nars N23 Wet Dry Blush Brush https://t.co/xZEujMQYPW …https://t.co/CwriMFVS1O",2016
2016-12-30 22:20:15+00:00,814959310451183616,"Nars N23 Wet Dry Blush Brush 
 https://t.co/DKbtRlLsXJ https://t.co/61cknp7o8s",2016
2016-12-30 20:22:16+00:00,814929617597464578,NARS blush Oasis! It's gorgeous! #narsblush #narsoasis #narscosmetics @narsissist https://t.co/P1105q8Ayh,2016
2016-12-30 18:01:39+00:00,814894232938782720,I just added this to my closet on Poshmark: NARS Blush in Goulue Deluxe Size. https://t.co/a7V8hLQphz via @poshmarkapp #shopmycloset,2016
2016-12-30 15:33:16+00:00,814856890827931648,#Fashion #trend NARS Blush https://t.co/ToGyxZS16X #style https://t.co/oirJn9b0W3,2016
2016-12-30 09:34:23+00:00,814766574360002561,NARS Spring 2017 Wildfire Collection Review #NARSissist #NARS #makeup #beauty #spring2017beauty #eyeshadow #blush https://t.co/f0O32Kg6xf,2016
2016-12-30 05:45:50+00:00,814709057453891584,@GirlinthePages NARS blush palettes are some of the best investments I've made ever so I fully support this,2016
2016-12-30 05:45:02+00:00,814708855519080448,@diamondxgirl Just got my NARS Unfiltered II blush palette in the mail today and trying to convince myself I don't need the other one too XD,2016
2016-12-30 01:36:05+00:00,814646207016476674,NARS Spring 2017 Wildfire Collection Review #NARSissist #NARS #makeup #beauty #spring2017beauty #eyeshadow #blush https://t.co/ViHN96QNd7,2016
