date,tweet_id,text,year,contains_word,text_preprocessed,length
2014-12-31 21:46:43+00:00,5.5e+17,"@Barakatswhore I got brow gel, gimme brow, Nars blush stick and bronzer, kat Von d eyeshadow pallet, and a couple lip crayons from bite 😍",2014,False,"I got brow gel, gimme brow,   stick and bronzer, kat Von d eyeshadow pallet, and a couple lip crayons from bite 😍",22
2014-12-31 08:29:37+00:00,5.5e+17,"You know your boyfriend is the best when he buys you urban decay eyeliner, Nars highlighter/blush, and mascara by too faced 💕😘",2014,False,"You know your boyfriend is the best when he buys you urban decay eyeliner,  highlighter/, and mascara by too faced 💕😘",21
2014-12-31 04:31:35+00:00,5.5e+17,And my Nars highlighting blush 💁,2014,False,And my  highlighting  💁,4
2014-12-31 00:16:59+00:00,5.5e+17,Nars super orgasm blush is needed. Orgasm does nothing for me.. #makeup,2014,False,super orgasm  is needed. Orgasm does nothing for me.. makeup,10
2014-12-30 21:46:46+00:00,5.5e+17,"I'm obsessed with the orgasm blush by NARS, it's perfection 😍😍😍",2014,False,"I'm obsessed with the orgasm  by , it's perfection 😍😍😍",10
2014-12-30 06:46:38+00:00,5.5e+17,I've noticed my @HourglassMakeup blush lasts longer &amp; more vibrant than my NARS blushes.. The blush palette was money well spent!,2014,False,I've noticed my   lasts longer & more vibrant than my  es.. The  palette was money well spent!,17
2014-12-29 17:31:49+00:00,5.5e+17,"@Jaclynhill I never liked cool tones until recently. I love Nars Never Say Never lip pencil and Mata Hari blush. Also, UD Rapture lipstick.",2014,False,"I never liked cool tones until recently. I love  Never Say Never lip pencil and Mata Hari . Also, UD Rapture lipstick.",22
2014-12-29 03:47:39+00:00,5.49e+17,Maybe a new Nars blush,2014,False,Maybe a new,3
2014-12-28 19:51:27+00:00,5.49e+17,In la la la love with my NARS lipstick and orgasm blush 😍😍,2014,False,In la la la love with my  lipstick and orgasm  😍😍,11
2014-12-28 14:05:21+00:00,5.49e+17,I honestly don't know how I made up my face without this Nars Roman Holiday blush. Oh life! J,2014,False,I honestly don't know how I made up my face without this  Roman Holiday . Oh life! J,18
2014-12-28 05:48:42+00:00,5.49e+17,@8Smileys I love Nars Orgasm blush so I think I may try the bronzer as well! I like their products!,2014,False,I love  Orgasm  so I think I may try the bronzer as well! I like their products!,17
2014-12-27 23:43:06+00:00,5.49e+17,@Woahitsyazzy nars- orgasm… favorite blush 👌,2014,False,- orgasm… favorite  👌,4
2014-12-27 21:55:09+00:00,5.49e+17,@fredayin I love NARS blush!,2014,False,I love  !,3
2014-12-27 17:35:50+00:00,5.49e+17,Orgasm blush by Nars 😍🔥,2014,False,Orgasm  by  😍🔥,3
2014-12-27 08:23:37+00:00,5.49e+17,@pettankogirl i dont like nars blush in general laughs...,2014,False,i dont like   in general laughs...,6
2014-12-26 22:55:09+00:00,5.49e+17,@roartons I really love UD Naked Flushed in Native and NARS blush in Desire for bright pinks,2014,False,I really love UD Naked Flushed in Native and   in Desire for bright pinks,14
2014-12-26 03:25:35+00:00,5.48e+17,My sister got me a sephora gift card so hello NARS blush,2014,False,My sister got me a sephora gift card so hello,10
2014-12-25 17:58:22+00:00,5.48e+17,"Why is the Nars orgasm blush so hyped up? 
The name?? Idk",2014,False,Why is the  orgasm  so hyped up?  The name?? Idk,10
2014-12-25 13:47:10+00:00,5.48e+17,nars gina blush is so very pretty,2014,False,gina  is so very pretty,5
