date,tweet_id,text,year,contains_word
2019-12-31 03:48:35+00:00,1.21e+18,@naturallychic_ They NARS blush is everything,2019,False
2019-12-30 23:20:01+00:00,1.21e+18,@skoolgrlq NARS has the best blush,2019,False
2019-12-30 22:02:24+00:00,1.21e+18,i never bothered with nars orgasm blush until it came in rose gold packaging and best believe i snapped that shit up,2019,False
2019-12-30 20:52:27+00:00,1.21e+18,I have been using the same blush for 10 years NARS - Lovejoy,2019,False
2019-12-29 20:26:01+00:00,1.21e+18,@iscythea I think the popularity of nars' orgasm blush made stuff like that boom lol,2019,False
2019-12-28 18:40:19+00:00,1.21e+18,@xovilx_ I'm in love with the tooface concealer and NARS orgasm blush. It's a great combination,2019,False
2019-12-28 15:40:58+00:00,1.21e+18,@xovilx_ Anastasia is my favvvvvv. Second is of course shape tape by tarte as for blush Nars orgasm,2019,False
2019-12-28 07:57:23+00:00,1.21e+18,@RezkyYsf @detikcom @detikHealth @Mawlida5jn Itu shade blush on NARS,2019,False
2019-12-27 03:33:10+00:00,1.21e+18,I thought Nars having a blush named “Orgasm” was bad but there’s one called “Deep Throat” too 🤦🏻‍♀️,2019,False
2019-12-26 16:29:27+00:00,1.21e+18,@MakeupForWOC Favorite blush is Nars orgasm liquid blush and Dolly brush by Buxom,2019,False
2019-12-26 11:55:27+00:00,1.21e+18,@Kessiedoll I use elf blush palette and I also have one bh blush palette. It changes everything about makeup! Wanna buy a Nars liquid blush Jackie Aina recommended but January is coming!,2019,False
2019-12-26 05:14:17+00:00,1.21e+18,@MakeupForWOC thank u for this thread i need new blushes!! my fave is nars liquid blush in orgasm,2019,False
2019-12-26 03:44:39+00:00,1.21e+18,@MakeupForWOC NARS Taj Mahal or their liquid blush in any color.,2019,False
2019-12-26 03:28:27+00:00,1.21e+18,@ReturnedRedux @aLateNiteMenace I was gonna guess the Nars blush that company too horny,2019,False
2019-12-26 01:52:42+00:00,1.21e+18,@MakeupForWOC MAC RiRi blush (yes it was LE but still the goat) and NARS Goulue.,2019,False
2019-12-25 21:05:02+00:00,1.21e+18,@SirenSaintSin My favorite blush has been “orgasm” by NARS for forever just bc of the name,2019,False
2019-12-25 16:20:32+00:00,1.21e+18,Nars orgasm is the perfek blush colour for meeee,2019,False
