date,tweet_id,text,year,contains_word
2018-12-30 03:24:02+00:00,1.08e+18,@equestrian_poll I love NARS for blush but Estée Lauder has the best foundation! I use Double Wear and it’s extremely light but still has good coverage. I blend it with a sponge.,2018,False
2018-12-28 21:20:35+00:00,1.08e+18,for blush i use the Nars dual toned blush in the shade ‘ferevor’. i use this blush because it’s easy to apply and it’s every close to my natural blush shade.,2018,False
2018-12-27 23:50:20+00:00,1.08e+18,was feeling really stunty and gorgeous in my new nars orgasm blush until my dad yelled from across the room “WHY IS YOUR FACE ORANGE”,2018,False
2018-12-26 19:36:18+00:00,1.08e+18,"@ifollowedfires @brittania_ Britt has a tarte highlighter palette that she loooves. I’ve been using an urban decay primer that I like a lot. I’ve got the NARS orgasm blush and it’s a classic. I second Kelly’s lipstick recs, she’s a lipstick pro.",2018,False
2018-12-25 08:02:05+00:00,1.08e+18,so I'm debating whether if to get this nars blush with the christmas money I got or just keep my@money 💀💀,2018,False
2018-12-24 20:30:09+00:00,1.08e+18,Good thing- finding awesome sparkly Nars blush that I really want. Best thing- it’s sold out and it’s $30 and I don’t need it. But so pretty,2018,False
2018-12-24 20:22:29+00:00,1.08e+18,@rawrwithsound I’m just assuming that Nars blush is “Orgasm”?,2018,False
2018-12-24 17:16:55+00:00,1.08e+18,i got the too faced chocolate bar palette and sweet peach glow im 💗💖💓 and also a fenty lipstick and nars blush,2018,False
2018-12-24 06:09:05+00:00,1.08e+18,@xonecole The iconic Taj Mahal blush from NARS was made specifically to compliment Naomi Campbell’s skin and she wears it almost exclusively.,2018,False
2018-12-24 01:10:03+00:00,1.08e+18,Tempted to buy a nars blush...,2018,False
2018-12-23 19:25:47+00:00,1.08e+18,"I never mentioned my own favorite items that i will buy no matter how $$- UGG boots, Marc Jacobs foundation, NARS blush &amp; bronzer, my ysl perfume, pouches for my kids, hobo wallets, salon hair products, boujee candles, lulu leggings, HEINZ ketchup, perfect bars and one bars lol",2018,False
2018-12-23 00:04:08+00:00,1.08e+18,@yonseh from the nars blush palette!,2018,False
2018-12-18 02:50:13+00:00,1.07e+18,"💙
💰MAC matte lipstick in “Velvet Teddy”
🤑Wet n Wild mega last matte lip cover in “bare it all”
💙
💰NARS blush in “orgasm”
🤑Sleek Makeup Blush in “rose gold”",2018,False
2018-12-18 02:39:27+00:00,1.07e+18,"💙
💰Smashbox photo finish foundation primer ($16)
🤑Elf mineral face primer ($6)
💙
💰NARS “orgasm” blush ($30)
🤑Milanis “luminoso bakes blush” ($9)",2018,False
2018-12-16 16:22:00+00:00,1.07e+18,"I want the Nars Orgasm blush for Christmas, I finally decided.",2018,False
2018-12-16 14:20:23+00:00,1.07e+18,@theblackfarrah Nars- Exhibit A &amp; Unlawful &amp; Milani- harmony  are my favorites but most of the time I just use a mauve matte eyeshadow as blush,2018,False
2018-12-15 01:08:32+00:00,1.07e+18,I hate how NARS gives their products sexual names like mom add the orgasm blush onto my Christmas list please thnx,2018,False
2018-12-13 21:13:59+00:00,1.07e+18,"@AllyiahsFace stock up on or get into laura mercier candleglow setting powder

nars lovejoy &amp; dolce vita blush

urban decay moondust shadows in space cowboy and diamond dog

the sephora collection spice blush contour palette 

nars laguna bronzer

can’t think of it all right now but here",2018,False
2018-12-13 21:00:23+00:00,1.07e+18,"@AllyiahsFace Nars Dolce Vita Blush is SOOOO bomb!!! I know it’s old but i barely got into it lmao. That, or the Nudestix All-Over Face Colors in Bare Back (cream blush) and Hey, Honey (cream illuminator). Bondi Bae might be a good bronzer on you, but definitely swatch before buying!!",2018,False
2018-12-12 21:36:02+00:00,1.07e+18,"@MedinaMUAYE Blush best is NARS 
Brows obviously ABH but we wanna talk overall quality on everything it’s Fenty",2018,False
2018-12-06 01:37:43+00:00,1.07e+18,"@SoShameonMeow I’m obsessed with Nars foundation, tarte blush &amp; highlight and benefit mascara!",2018,False
2018-12-01 16:07:47+00:00,1.07e+18,"@lydiasquidia NARS orgasm blush is a classic for a reason. Hourglass do a brilliant selection of lipsticks (I’m a big fan of their red), Laura Mercier’s lipsticks/concealer also good. Kevin Aucoin’s concealer is very thick but lasts ages.",2018,False
2018-11-30 01:58:48+00:00,1.07e+18,"Geramm tgk ramai bli unicorn blush. But i can never rock shimmery blush pon. Having textured skin, pkai highlighter pon kna ikut masa😅. I've skipped sume dupe for nars orgasm pon for this reason la.",2018,False
2018-11-29 19:25:44+00:00,1.07e+18,nars orgasm blush deserves an appreciation tweet💕💘💓,2018,False
2018-11-28 22:22:46+00:00,1.07e+18,"@ThomasBeautyy Laura mercier setting powder, kylie lipsticks, and the nars orgasm blush i can keep going .... 💀",2018,False
2018-11-24 22:08:01+00:00,1.07e+18,my birthdays on the fifth so can someone get me a nars liquid blush in ‘torrid’? I’d gladly appreciate it,2018,False
2018-11-24 12:07:40+00:00,1.07e+18,I need a glossy blush but I don't know any affordable brands and nars is way over my budget,2018,False
2018-11-24 11:18:51+00:00,1.07e+18,@iSJMC I’d buy the NARS blush dupe and hula dupe as I’ve used them.,2018,False
2018-11-20 15:55:07+00:00,1.06e+18,Damn remember those Nars Orgasm blush days 😄,2018,False
2018-11-16 13:54:32+00:00,1.06e+18,"I love this blush. It’s NARS “Orgasm,” a reddish pink with subtle gold shimmer",2018,False
2018-11-16 00:06:12+00:00,1.06e+18,@GlamourForAll @VELVETBLTCH What color is the NARS Blush?,2018,False
2018-11-14 23:53:01+00:00,1.06e+18,"Nars blush is frakking expensive, but I love it and it makes me feel fancy, so I pay for it every 18-24 months.",2018,False
2018-11-14 21:58:31+00:00,1.06e+18,@SsssamanthaaMUA I think that is totally ok when nars decided to sell in china I didn't throw out their products because when I purchased them they were cruelty free. I'm not getting rid of a blush because of their decisions.,2018,False
2018-11-14 05:05:45+00:00,1.06e+18,I lost my NARS torrid blush and I’m ready to cry myself TO DEATH,2018,False
2018-11-14 04:59:10+00:00,1.06e+18,@miguelcolinTO I would 10000% buy something just because it had the name Whorechata on it lol lest we forget Nars has a blush names orgasm,2018,False
2018-11-13 23:28:47+00:00,1.06e+18,"@DLind Flower Beauty is Drew Barrymore’s brand and i think it’s sold in drug stores, not just online. Tarte/NARS are great, but spendy. 

also you can’t go wrong with a Milani blush from the drugstore",2018,False
2018-11-13 18:59:49+00:00,1.06e+18,why do makeup companies have to make their product names so sexual? like i’d really just love to give my mom a few christmas present ideas without having to tell her “yeah i’d really love this NARS blush in the shade “orgasm”!!!”,2018,False
