date,tweet_id,text,year,contains_word,text_preprocessed,length
2016-12-30 05:45:50+00:00,8.15e+17,@GirlinthePages NARS blush palettes are some of the best investments I've made ever so I fully support this,2016,False,palettes are some of the best investments I've made ever so I fully support this,15
2016-12-30 00:42:22+00:00,8.15e+17,@actinghes kat von d liquid lipsticks or nars blush. Can't go wrong there :),2016,False,kat von d liquid lipsticks or  . Can't go wrong there :),12
2016-12-29 14:14:16+00:00,8.14e+17,"Considering how much just one NARS blush costs, that pallet was a good buy.",2016,False,"Considering how much just one   costs, that pallet was a good buy.",12
2016-12-28 20:28:15+00:00,8.14e+17,NARS BLUSH IS $30 FUCKING DOLLARS I CANT DEAL,2016,False,BLUSH IS $ FUCKING DOLLARS I CANT DEAL,8
2016-12-27 23:49:52+00:00,8.14e+17,Only orgasm I've ever had was the NARS blush 💁🏻,2016,False,Only orgasm I've ever had was the   💁🏻,8
2016-12-27 22:46:21+00:00,8.14e+17,Should I splurge on NARS Orgasm blush or BECCA Opal highlighter?,2016,False,Should I splurge on  Orgasm  or BECCA Opal highlighter?,9
2016-12-27 20:43:25+00:00,8.14e+17,"@jkiyomi nars concealer and powder, orgasm blush for highlight, nyx microbrow pencil, and nyx butter gloss. and sonia kashuk brushes",2016,False,"concealer and powder, orgasm  for highlight, nyx microbrow pencil, and nyx butter gloss. and sonia kashuk brushes",17
2016-12-27 07:44:17+00:00,8.14e+17,Nars Blush in Orgasm forever. &lt;3 #hoarder,2016,False,Blush in Orgasm forever. < hoarder,6
2016-12-27 03:40:47+00:00,8.14e+17,@mostlymartha the nars sarah moon set and the NARSissist blush set,2016,False,the  sarah moon set and the issist  set,8
2016-12-26 19:18:15+00:00,8.13e+17,why is nars blush $30 i want dolce vita,2016,False,why is   $ i want dolce vita,7
2016-12-26 05:55:29+00:00,8.13e+17,NARS Blush in the color Ejaculation,2016,False,Blush in the color Ejaculation,5
2016-12-26 00:05:49+00:00,8.13e+17,ceej got me a Pandora ring and nars blush omg😍😍 best bf alive🎁❤️ @DunhamCj_15,2016,False,ceej got me a Pandora ring and   omg😍😍 best bf alive🎁❤️,11
2016-12-25 17:44:16+00:00,8.13e+17,Does anyone want a nars blush??? I don't want one of them,2016,False,Does anyone want a  ??? I don't want one of them,11
2016-12-25 08:12:22+00:00,8.13e+17,"NARS has a blush shade called ""Deep Throat"".",2016,False,"has a  shade called ""Deep Throat"".",6
2016-12-25 03:14:25+00:00,8.13e+17,"@Madelynn_v i was just saying this.. baes shade in NARS blush is literally called ""deep throat""?? why 😒",2016,False,"i was just saying this.. baes shade in   is literally called ""deep throat""?? why 😒",15
2016-12-25 00:13:45+00:00,8.13e+17,emily got me the deep throat blush from nars😍😍😍😍😭,2016,False,emily got me the deep throat  from 😍😍😍😍😭,8
2016-12-24 16:47:02+00:00,8.13e+17,"No first gift of the season better than NARS blush in ""Madly""-- thanks for the recommendation @Akwaddington ✨",2016,False,"No first gift of the season better than   in ""Madly""-- thanks for the recommendation  ✨",15
2016-12-24 12:24:46+00:00,8.13e+17,This nars blush is like fucking gold.😩,2016,False,This   is like fucking gold.😩,5
2016-12-24 03:07:13+00:00,8.12e+17,@girlbrutality a nars blush 😩 which i want SO BAD,2016,False,a   😩 which i want SO BAD,7
2016-12-23 18:29:30+00:00,8.12e+17,want the secret to immortality? ask my NARS blush in shade amour! that lil guy's been w me for 5 yrs now and never :) ever :) runs :) out :),2016,False,want the secret to immortality? ask my   in shade amour! that lil guy's been w me for  yrs now and never :) ever :) runs :) out :),28
2016-12-23 07:27:48+00:00,8.12e+17,I want to marry NARS Orgasm blush,2016,False,I want to marry  Orgasm,5
2016-12-23 01:22:35+00:00,8.12e+17,my mom just bought me the NARS blush and im sooo excited to use it !!!,2016,False,my mom just bought me the   and im sooo excited to use it !!!,14
2016-12-22 06:20:59+00:00,8.12e+17,"My aunt sent me a sushi mat &amp; a ridiculously tiny, cute Nars blush for Christmas &amp; I'm crying at how well she knows me.",2016,False,"My aunt sent me a sushi mat & a ridiculously tiny, cute   for Christmas & I'm crying at how well she knows me.",23
2016-12-22 05:40:25+00:00,8.12e+17,Idont use blush but that NARS orgasm blush is too gorgeous to let it go,2016,False,Idont use  but that  orgasm  is too gorgeous to let it go,12
2016-12-22 03:22:18+00:00,8.12e+17,"@drewcfranklin tarte Amazonian clay blush, the new tarte glow palette, NARS concealer, ... I can go on for days 😊",2016,False,"tarte Amazonian clay , the new tarte glow palette,  concealer, ... I can go on for days 😊",18
2016-12-21 22:19:31+00:00,8.12e+17,NARS orgasm blush saved my life,2016,False,orgasm  saved my life,4
2016-12-21 17:56:35+00:00,8.12e+17,"I got the most ethereal blush color from Nars, a purple-gray shade.",2016,False,"I got the most ethereal  color from , a purple-gray shade.",11
2016-12-21 17:42:15+00:00,8.12e+17,@mayahauteboheme mauve is the way to go! I adore the blush called Oasis by Nars at the moment! So similar to your lipstick shade!!🙂,2016,False,mauve is the way to go! I adore the  called Oasis by  at the moment! So similar to your lipstick shade!!🙂,21
2016-12-21 07:00:43+00:00,8.11e+17,In desperate need of the NARS blush in orgasm. 😭,2016,False,In desperate need of the   in orgasm. 😭,8
2016-12-20 23:57:25+00:00,8.11e+17,@DigitalZarda he lost the list and randomly picked things and bought it😭😂 Abhi nars orgasm blush mangwaya tha haye allah so good,2016,False,he lost the list and randomly picked things and bought it😭😂 Abhi  orgasm  mangwaya tha haye allah so good,19
2016-12-20 19:04:39+00:00,8.11e+17,"@tarasmh Zoeva, Morphe, Makeup Geek, Sleek highlighting palette, Nars blush, Makeup Revolution, Barry M..",2016,False,"Zoeva, Morphe, Makeup Geek, Sleek highlighting palette,  , Makeup Revolution, Barry M..",12
2016-12-20 15:37:44+00:00,8.11e+17,Those Ls just won't stop because I dropped my all time fave NARS blush and it broke (my heart).,2016,False,Those Ls just won't stop because I dropped my all time fave   and it broke (my heart).,17
2016-12-20 04:23:38+00:00,8.11e+17,@urbandoll I want a NARS blush,2016,False,I want a,3
2016-12-19 22:55:14+00:00,8.11e+17,My favorite nars blush is liberte. It was LE tho 😢,2016,False,My favorite   is liberte. It was LE tho 😢,9
2016-12-19 20:29:36+00:00,8.11e+17,@deviedoodle Probably. I feel pressured by NARS to go deep throat someone. I cannot hold my emotions. WHY IS THIS BLUSH MAKING ME HAVE SEX?!,2016,False,Probably. I feel pressured by  to go deep throat someone. I cannot hold my emotions. WHY IS THIS BLUSH MAKING ME HAVE SEX?!,23
2016-12-19 19:41:05+00:00,8.11e+17,In other news I bought Nars Orgasm blush so I'm ready to glow hoe hoe all the way through the new year,2016,False,In other news I bought  Orgasm  so I'm ready to glow hoe hoe all the way through the new year,20
