date,tweet_id,text,year
2017-12-29 16:18:36+00:00,946777482929217536,I just added this to my closet on Poshmark: NARS Taos blush. https://t.co/4GhBB73eld via @poshmarkapp #shopmycloset,2017
2017-12-29 16:18:23+00:00,946777426612297728,I just added this to my closet on Poshmark: NARS Albatross highlight/blush. https://t.co/lTNoUntB5X via @poshmarkapp #shopmycloset,2017
2017-12-29 05:37:32+00:00,946616153559810050,"Space nk sale up to 50% off, shop here: https://t.co/0kQkkJ4ZQQ

#cosmetics #makeupworld #eyeshadow #masque #makeupremover #coverfx #SALES #Christmas #skincare #spacknk #bblogers #blush #nars #lipstick https://t.co/nItZC3hRdJ",2017
2017-12-29 04:16:28+00:00,946595750191828993,If you are looking for some blush dupes from Nars's the Dupe lab can hit you up with some beauties. https://t.co/GwMAEtmAfz,2017
2017-12-29 03:37:25+00:00,946585922933362688,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/OQtyAI0EzR via @poshmarkapp #shopmycloset,2017
2017-12-28 21:54:45+00:00,946499687225479172,"rn it’s:
-nars sunscreen primer
-MU4E HD Foundation
-nars concealer
-becca liquid highlight
-MU4E blush and bronzer
-MU4E setting powder
-Sephora eye shadow
-Tarte Tarteist clay paint liner
-Nyx brow pencil and gel
-whatever mascara my gf has in the house
-urban decay set spray",2017
2017-12-28 16:39:37+00:00,946420383867076608,"French inspired makeup 
Eyes: Huda Beauty Desert Dusk Palette, Too Faced Better Than Sex mascara, ABH brow wiz
Complexion: Josie Maran Vibrancy Foundation diluted with Josie Maran argan oil, Peak cream blush, UD highlighter in Sin
Lips: Rita by NARS. https://t.co/EnjeUuLcdJ",2017
2017-12-28 09:39:24+00:00,946314631622008832,"Best blush on, emang NARS! 🖤 https://t.co/7tNsl2LlU6",2017
2017-12-28 01:44:29+00:00,946195116754169856,@JossaDosBichos Thank you! No one’s caught my hot flash joke. Perhaps a blush should be called hot flash! Hot Flash by Nars! 😂 https://t.co/GxtvNEstuM,2017
2017-12-28 01:30:48+00:00,946191670911086592,"Sephora makes me feel like I'm a famous YouTube makeup guru, like excuse me where is the NARS orgasm blush I've hit pan",2017
2017-12-27 22:00:11+00:00,946138666170224640,"NARS LIQUID BLUSH
SAR 193

Order here: https://t.co/C6sEL7UCtJ

A high-pigmented,... https://t.co/kciUy34Qrx",2017
2017-12-27 15:01:13+00:00,946033230536429568,I got that new NARS liquid blush &amp; it's 🔥 over my Sheer Glow 😩,2017
2017-12-27 14:58:54+00:00,946032649931431937,@neekers_92 @Chelsea__Rose Nars Orgasm is he best blush ever made,2017
2017-12-27 11:05:34+00:00,945973927758716928,Nars Deep troat blush https://t.co/Tb2t8s6G94 https://t.co/H6XBbxDslx,2017
2017-12-27 00:56:08+00:00,945820558943571968,Check out NARS Dual Intensity Blush in Adoration 0.21 oz/6g Full Size BNIB  #NARS https://t.co/Lgok4Qz8Yp via @eBay,2017
2017-12-26 21:41:39+00:00,945771615194791936,@Chelsea__Rose I looooove Tarte's eyeshadow palettes. Nars blush.,2017
2017-12-26 19:13:04+00:00,945734223671029760,"Save or Splurge? NARS Blush Review with swatches, #ontheblog .https://t.co/r5tOCjOPCz #beauty #girlboss #makeup https://t.co/xEChGGyPUt",2017
2017-12-26 17:03:07+00:00,945701522632998913,@Kay_Tatyana Ooh! If anyone knows good dupes for Nars Blush in Orgasm or UD Limit and Nooner (from Naked 3) I'd love to buy those separately,2017
2017-12-26 06:02:15+00:00,945535207482052609,@KCHAINZZZ NARS sheer glow foundation and any blush from Becca,2017
2017-12-26 05:09:41+00:00,945521979842547712,NARS Liquid Blush: I Have Buckets and Barrels of Love for This Line! The new NARS Liquid Blush https://t.co/Rp6Vz22tGE #trendingbeautynews,2017
2017-12-26 04:53:59+00:00,945518028266991618,i got a nars blush that i asked for and i am determined to make it work for me,2017
2017-12-26 00:55:55+00:00,945458117600563200,"Guess who just lost all their makeup including all my mac &amp; morphe brushes, abh modern renaissance, nars blush, nyx lipsticks, basically everything I use daily? yeppp that would be me 🤦🏻‍♀️",2017
2017-12-25 19:41:15+00:00,945378927354183681,"#ontheblog , NARS Blush Review! Read the deets &amp; peek the swatches! Link in my bio. https://t.co/r5tOCjOPCz https://t.co/8TjSdxbLko",2017
2017-12-25 19:13:29+00:00,945371941292126210,"Mathilde Thomas, Caudalie Founder, Shares Her Must-Have Beauty Products ... includes Lancome mascara, NARS Orgasm blush, YSL Touche Eclat https://t.co/vZERjR1hwM via @YouTube",2017
2017-12-25 00:17:36+00:00,945086084823822336,I’ll never forget that Drake knew what Nars orgasm blush is. He probably gives great gifts.,2017
2017-12-24 23:21:03+00:00,945071854762553345,I added a video to a @YouTube playlist https://t.co/JnwjXpl83q NARS Velvet Matte Stick Foundation &amp; Nars liquid blush Review For Dark,2017
2017-12-24 16:54:48+00:00,944974653365346304,NARS has a blush named deep throat. Why are they like this?,2017
2017-12-24 08:36:12+00:00,944849174113132544,And Susie gave me Nars blush and Celia gave me tarte glosses,2017
2017-12-24 08:00:43+00:00,944840245719261184,#NARS blush https://t.co/YcFxtMv6gB,2017
2017-12-23 21:08:11+00:00,944676030995841024,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/OQtyAI0EzR via @poshmarkapp #shopmycloset,2017
2017-12-23 16:08:32+00:00,944600622740865024,"NARS-Blush-Exhibit A (4.6 lippies, 366 reviews) https://t.co/FgoCxvMxl6",2017
2017-12-23 05:54:26+00:00,944446075687104514,I wanna try that NARS cream blush so badlyyy,2017
2017-12-22 23:30:29+00:00,944349454424997888,"NARS x Man Ray Overexposed Glow Highlighter &amp;amp; Blush Swatches + Review  
 @kissmytulle https://t.co/OKsrLAmcjJ @TrendLib",2017
2017-12-22 23:12:37+00:00,944344958131163136,Check out NARS Dual Intensity Blush in Adoration 0.21 oz/6g Full Size BNIB  #NARS https://t.co/Lgok4Qz8Yp via @eBay,2017
2017-12-22 19:19:00+00:00,944286164122349570,"#Repost @AllNaturalColl1 (get_repost)
・・・
✨NARS Orgasm blush dupe✨ Make up artists swear by this… https://t.co/Au8zjv9Nd8",2017
2017-12-22 18:00:19+00:00,944266364038021121,My mom and I went makeup shopping together last night (😍) and she saw the NARS orgasm blush and was giggling about it. Her face when I told her I wear Deepthroat was priceless.,2017
2017-12-22 16:54:59+00:00,944249923607941120,Need a last minute stocking stuffer idea? These @narsissist blush and lip kits from the NARS x… https://t.co/Ra0UqX8Aa5,2017
2017-12-22 16:30:55+00:00,944243866731012096,NARS x Man Ray Overexposed Glow Highlighter &amp; Blush Swatches + Review https://t.co/rnam2p7c6S https://t.co/PkcsYw3Rud,2017
2017-12-22 11:14:09+00:00,944164150023946240,"#NARS #Highlighting #Blush Powder
Free Delivery &amp; Returns*
shop = https://t.co/TU117DAqhy https://t.co/HXrgpseSfz",2017
2017-12-22 04:53:11+00:00,944068275318558720,NARS ORGASM BLUSH! Full size New in box! Peachy Pink 0.16 oz $30 Retail https://t.co/sZXeBtvAZb https://t.co/FuJ36xaecu,2017
2017-12-21 19:15:25+00:00,943922874515185669,"@GlamourGoaIs My sister owns a NARS blush called super orgasm so yeah, NARS pls chill",2017
2017-12-21 09:31:55+00:00,943776031940288513,"@jamescharles hourglass primer, Laura Mercier tinted moisturizer, Laura Mercier loose setting powder, soleil tan de Chanel, NARS Laguna bronzer, NARS Orgasm blush, BECCA champagne pop, Anastasia Brow Wiz, Morphe 35O palette, MAC eyeshadow in Honey Love, Kat Von D tattoo liner, Kylie Jenner Lip",2017
2017-12-21 08:55:00+00:00,943766742471393281,@LydiaMoss29 @MeghansMirror @meghanmdaily @meghanmarkle It's reported she wears blush by NARS &gt; https://t.co/17qYjTAFRB,2017
2017-12-21 01:54:25+00:00,943660899642077184,"@NARSCosmetics Foundation Stick, Concealer, &amp; Blush. @ABHcosmetics Contour Kit. @fentybeauty Highlighter Duo. @Smashbox Ablaze Palette &amp; Liquid Lipstick. @LancomeUSA Les Sourcils Definis. @tartecosmetics Lights, Camera, Lashes. #NARS #abhfam #norvina #smashbox #FentyBeauty https://t.co/gr7YoWnUEP",2017
2017-12-21 00:42:32+00:00,943642810024153088,Check out NARS Dual Intensity Blush in Adoration 0.21 oz/6g Full Size BNIB  #NARS https://t.co/Lgok4Qz8Yp via @eBay,2017
2017-12-20 22:06:06+00:00,943603442001629186,"*Me, ordering makeup. Buys Nars’ blush in the shade ‘orgasm’* 

Mom: “I had no idea orgasms had a color.”",2017
2017-12-20 20:32:24+00:00,943579860571746304,NARS Liquid Blush: I Have Buckets and Barrels of Love for This Line! The new NARS Liquid Blush https://t.co/Rp6Vz22tGE #trendingbeautynews,2017
2017-12-20 08:36:11+00:00,943399620322803712,"Beauty, NARS, Blush, p 1,950.00 --&gt; p 1,750.00 (10% off), https://t.co/BF2QxPZ9rA https://t.co/H8r7FYiFeS",2017
2017-12-20 05:54:53+00:00,943359028234739712,"@JamiePBeauty Highlighter: fenty fire crystal, 
Bronzer: NARS laguna 
Blush: shimmery blush is luminoso by milani and matte blush is the peach highlighting shade from the kat von d shade and light palette haha",2017
2017-12-19 23:00:10+00:00,943254658335825920,"@JamiePBeauty Blush: any shade of Tarte, especially nudes. Bronzer: NARS Laguna. Highlighter: So Hollywood by ABH",2017
2017-12-19 22:32:51+00:00,943247784118960128,"@JamiePBeauty pixi subtly suntouched blush, Los cabos sephora bronzer, nars hot sand highlighter",2017
2017-12-19 20:41:08+00:00,943219670827626498,"@JamiePBeauty for blush i love Nars Lovejoy or the hourglass Mood Exposure, for bronzer my favorite is by Marc Jacobs(white one).Becca CPop",2017
2017-12-19 20:19:56+00:00,943214338168541184,@JamiePBeauty Blush: Nars Orgasm Bronze: Tarte park ave princess Highlight: Lorac Daylight,2017
2017-12-19 20:08:38+00:00,943211492979105793,"@JamiePBeauty Blush: mac mineralise blush in new romance, bronzer: tarte park ave princess, highlight: Nars hot sand",2017
2017-12-19 19:59:13+00:00,943209123147141120,#MOTD: pre-holiday glam with my candy cane sweater 🤶🏻 #Colourpop Bashful on lids with #toofaced dulce de leche in the crease &amp; lower lashline #laurageller bora bora/Maui blush #fentybeauty fire crystal highlight &amp; Amber contour #NARS dragon girl lipstick #holidayseason #makeup https://t.co/wDGwT5ZcVm,2017
2017-12-19 19:47:09+00:00,943206087272075264,📷 xoxo-whitney: nars christopher kane blush in starscape! https://t.co/GiRQZRxPZW,2017
2017-12-19 19:40:36+00:00,943204439741132802,"@JamiePBeauty Cabana Boy blush from the Balm, Nars Laguna Bronzer and Mary lou Manizer from the Balm",2017
2017-12-19 19:12:34+00:00,943197381549420545,"@JamiePBeauty Blush: Nars Impassioned. 
Bronzer: bare minerals serum bronze 
Highlight: Tarte Amazonian clay 12-hour in Stunner",2017
2017-12-19 18:45:08+00:00,943190480933748736,"@JamiePBeauty blush: captivating by tarte and warm soul by mac
bronzer: laguna by nars, hoola (classic!),  refined golden by mac
highlight: opal by becca, soft and gentle by mac &amp; hustla baby by fenty beauty",2017
2017-12-19 18:27:54+00:00,943186140244402176,"@JamiePBeauty Blush probably NARS orgasm, Bronzer so far is my benefit hoola and highlighter is probably by pixi",2017
2017-12-19 18:18:17+00:00,943183721695449089,"@JamiePBeauty blush- mac melba, bronzer- nars laguna, highlight- becca champaign pop",2017
2017-12-19 03:05:11+00:00,942953931155623936,"Now showing
Artist: David Santiago 
Title: Winter Iris 
Size: 13.5” x 13.5” 
Medium: Charcoal, pastel, acrylic, NARS blush, Urban Decay eyeshadow, art resin on birch
Available at https://t.co/omtlCfFEey

#davidsantiago @stjame #albuquerque #abq https://t.co/vgQTMAJndk",2017
2017-12-19 02:30:02+00:00,942945088107360256,NARS Liquid Blush https://t.co/zBvEOIT9fV [ vintage post ],2017
2017-12-18 22:45:08+00:00,942888490534088709,NARS Man Ray for NARS Holiday 2017 Color Collection: Fetishized and Intensely Blush - Makeup and Beauty Blog https://t.co/B12yVPGO9K,2017
2017-12-18 18:06:20+00:00,942818328858460161,"@plouise16 We're sorry to hear you're unhappy with your NARS blush, if it's unsuitable, please feel free to return it back to us within 28 days for a refund. For more information on our returns policy, click here https://t.co/5T5ZXtH0ja.",2017
2017-12-18 09:55:37+00:00,942694834422386689,"Gotta love a classic : NARS' iconic Deep Throat blush and Barbara lipstick.

#flatlay #flatlays #flatlayforever #flatlaysquad #flatlaytoday #pursuepretty #thehappynow #flashesofdelight #darlingweek #risingtidesociety #communityovercompetition #mywhitetab… https://t.co/q2uu20TgKt https://t.co/mQCNrJQy1J",2017
2017-12-18 09:55:35+00:00,942694827182866432,"Gotta love a classic : NARS' iconic Deep Throat blush and Barbara lipstick.

#flatlay #flatlays… https://t.co/3uMwTJJveK",2017
2017-12-18 02:16:14+00:00,942579228129808386,"@NARSCosmetics Foundation Stick, Concealer, &amp; Blush. @ABHcosmetics @norvina1 Contour Kit, Modern Ren, &amp; Liquid Lip in “Rio.” @LancomeUSA Les Sourcils Definis. @milkmakeup Heart Tattoo Stamp. @tartecosmetics Lights, Camera, Lashes. #nars #abhfam #norvina #tarte #milkmakeup https://t.co/kXEtZrohG1",2017
2017-12-17 15:00:08+00:00,942409081486053376,@MAKEMEB3GIN i’ll probably stick to the nars blush forever,2017
2017-12-17 06:29:09+00:00,942280488240197633,i just got a new nars blush and i look beautiful,2017
2017-12-17 02:49:05+00:00,942225104351588353,Nars Orgasm Blush 0.16oz 4.8g https://t.co/Pktkt3lgUW https://t.co/CrvWcRmert,2017
2017-12-15 20:00:48+00:00,941759968277131267,"NARS – Introducing New Liquid Blush – Dolce Vita, $30 https://t.co/9hZnLXJk8X",2017
2017-12-15 19:57:32+00:00,941759148336861184,"Blush whore. Where do i begin. NARS, Sleek, Milani, Black Radiance, Ben Nye have some of my favorites. Anything terracotta or peach https://t.co/DdcbglSuBv",2017
2017-12-15 18:29:59+00:00,941737113745281025,Nars exhibit A is my everyday blush. Gives a nice flush of color without too much shimmer. https://t.co/Ed7MJmLqYE,2017
2017-12-15 18:19:07+00:00,941734380468305920,"@StyleNBeautyDoc I'm obsessed with NARS blush. I wear 'Orgasm' and 'Torrid' mainly, but also dabble in 'Deep Throat' and 'Luster.' Becca's blushes are nice too! #BeautyTalk",2017
2017-12-15 18:14:08+00:00,941733126052765696,"NARS Taos, Black Radiance Toasted Almonf, ABH Velvet in the Berry Me blush trio https://t.co/y7WaNrcZwp",2017
2017-12-15 17:59:47+00:00,941729514345840641,Yes! I wear bronzer and blush. I like NARS Orgasm and Benefit Galifornia. Both are similar in color — golden peachy pinks. Orgasm has subtle shimmer and Galifornia is matte. https://t.co/dFUP6rnHv7,2017
2017-12-15 00:09:39+00:00,941460205648441344,"It’s still “possible” to get orders by Christmas. On the left we have NARS blush in super orgasm,

💡(a very... https://t.co/xLM6A73Xh2",2017
2017-12-14 12:23:02+00:00,941282380798615553,"Just recently discovered what I now consider to be an effective way of adding oomph to my otherwise dull, dry, and lifeless skin. MAC Strobe Cream + Maybelline SuperStay Better Skin Foundation + MAC Mineralize Skinfinish Natural + Nars Orgasm blush = 👍👍 https://t.co/m0Lmm6vr33",2017
2017-12-14 12:09:21+00:00,941278937396649987,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/5B5WxqGC9D via @poshmarkapp #shopmycloset,2017
2017-12-14 05:30:02+00:00,941178446297927680,NARS Liquid Blush https://t.co/zBvEOIT9fV [ vintage post ],2017
2017-12-14 03:08:05+00:00,941142723461025792,"@NARSCosmetics Foundation Stick, Concealer &amp; Blush. @ABHcosmetics Contour Kit &amp; Dip Brow. @hudabeauty Warm Brown Obsessions &amp; Winter Solstice Palettes. @tartecosmetics Lights, Camera, Lashes. @KATVONDbeauty Lolita II. #nars #ABHFam #hudabeauty #KatVonDBeauty https://t.co/vUtOG66Vvf",2017
2017-12-14 00:28:58+00:00,941102679601885184,@Taylorgifford3 Omg they gave me a Nars blush duo for $2.11 today because it was the only one there and unmarked so they charged me for the price of an ELF one😭,2017
2017-12-14 00:08:40+00:00,941097573414330370,"Mom: what's the name of the blush you use from NARS? Orgasm?
Me: No deep throat                                  Mom: https://t.co/RRKSIl5sPV",2017
2017-12-13 14:38:18+00:00,940954035099664384,"Today's beauty dilemma: which NARS blush to wear? And don't say all 😆
#ommorphia @narsissist https://t.co/o8dXxp9Gi5",2017
2017-12-13 01:00:20+00:00,940748187282718720,"•Innisfree Apple Seed Cleansing Oil 
•Etude House Happy Essential Foam Collagen 
•Any toner spray from Lush
•Cup O’ Coffee face/body scrub from Lush
•deadass any Korean sheet mask(s)
•Laura Mercier silk cream foundation 
•NARS Laguna Bronzer
•NARS Orgasm Blush https://t.co/LRC99DG8CR",2017
2017-12-13 00:55:47+00:00,940747042913169408,"@MEENAVOGUEE clarins skin illusion foundation, nars radiant creamy concealer, clarins mascara supra, pupa eyebrow definition cream, art visage eyebrow gel, mac cremeblend blush
clinique anti blemish solution mask and avocado oil",2017
2017-12-12 21:58:15+00:00,940702363685474306,"DAY 12: Todays lucky winner is… Erica. (Ticket No 27). She has won a fabulous NARS powder blush. One of the more classic shades, an all-time favourite.
See you tomorrow with more great prizes. https://t.co/oOK48ijcUH",2017
2017-12-12 19:10:31+00:00,940660151635402752,a nars crema blush - https://t.co/69aDewJ586 https://t.co/mhiTKflrf5,2017
2017-12-12 18:05:58+00:00,940643905837715456,"Anyone else love minis? 

Tiny little #Nars Orgasm Blush &amp; Laguna Bronzer. #LauraMercier… https://t.co/3SPZgudK4f",2017
2017-12-12 17:43:04+00:00,940638143245676545,🎁Yes please! #day12 🎄#adventcalendar #adventcalendar2017 #nars #blush #narsorgasm from my… https://t.co/4KF5mK4r2V,2017
2017-12-12 06:37:57+00:00,940470763978620928,"@babyspice666 urban decay naked highlighter, nars highlighting blush in albatross, too faced candlelight glow",2017
2017-12-12 05:02:36+00:00,940446767216173058,"The Best Blush for Winter, According to 11 Vogue Editors: Nars, Tom Ford and More https://t.co/1RYugWUH1f @voguemagazine",2017
2017-12-12 03:26:34+00:00,940422597715652609,"Save or Splurge? NARS Blush Review with swatches, #ontheblog .https://t.co/r5tOCjOPCz #beauty #girlboss #makeup https://t.co/xEChGGyPUt",2017
2017-12-12 01:20:14+00:00,940390805897908225,"#ontheblog, I sharing my favorite blushes from NARS in a Blush Review. Not only does NARS make… https://t.co/AMugGEG59K",2017
2017-12-11 20:57:21+00:00,940324650327924737,"@bmeevil @GlamLifeGuru Mabelline - ColorSensational Lipsticks
L'Oreal - La Palette Nude
Coty - Airspun Loose Powder
Covergirl - Clean Classic Color Blush in 540 Rose Silk and 590 Soft Mink
Nars - Blush in Orgasm
Guerlain - L'Or Primer
YSL - All-Hours Foundation",2017
2017-12-11 18:36:07+00:00,940289105858097152,"#ontheblog , NARS Blush Review! Read the deets &amp; peek the swatches! Link in my bio. https://t.co/r5tOCjOPCz https://t.co/GxAViZpWzH",2017
2017-12-11 06:00:39+00:00,940098989239689216,My Favorite Blushes: NARS Blush Review https://t.co/Sl7y1fJFfI https://t.co/wiVxrR3WFs,2017
2017-12-10 21:26:55+00:00,939969701534470145,regranned from shaznayhardenfreuder  -  #MeghanMarkle: “I love Nars blush in Orgasm. I use it on… https://t.co/z59hhGgpbK,2017
2017-12-10 21:24:16+00:00,939969035298631681,"Nars Foreplay Palette🍀🎨🍀
#blush #cheek #nars #narsblush #colourful #makeuptutorial #makeupartist… https://t.co/oUBoHlWNTt",2017
2017-12-10 20:05:35+00:00,939949234207449088,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/5B5WxqGC9D via @poshmarkapp #shopmycloset,2017
2017-12-10 11:41:01+00:00,939822255986610176,@spxrklingswxft I thought you MEANT the blush of NARS is in my throat 😂😂😂😂😂,2017
2017-12-10 06:02:43+00:00,939737119550926848,My coworkers n boss hooked ya girl up!! Lancôme palates and nars blush and a tote with my name stitched 😩😭,2017
2017-12-10 03:25:35+00:00,939697575866679296,"I was at Ulta just now and I overheard two women talking, in kind of a snotty tone, about how they'd never heard of NARS make up before. I wanted to say ""SORRY YOU'RE BASIC!"" They've never been in Sephora before? Come on, even my cats know about Orgasm blush!",2017
2017-12-09 16:36:48+00:00,939534305566453761,"@sweetheartdean @whispered_story I’m not really a blush fan but I recently bought a limited Nars box that had blush/multi stick/illuminator/lip gloss all in their ‘orgasm’ shade, and I gotta say I’m sold!! A very natural kind of colour with a hint of gold shimmer 😳",2017
2017-12-09 16:05:16+00:00,939526369372864513,"@whispered_story As for other makeup I’m into at the moment: Anastasia aurora palette, Nars orgasm blush, Kat Von D blotting powder.... lol I could probably go on for a while~",2017
2017-12-09 04:01:09+00:00,939344136896839681,@wuutastic I don't think I have Too Faced here :( I'm thinking of NARS' infamous blush haha,2017
2017-12-09 03:37:27+00:00,939338174832267266,Super orgasm blush x Nars is literally the worst non-pigmented blush ever,2017
2017-12-08 19:22:01+00:00,939213495333109760,I'm so sad @UPS lost my @Sephora order because I was so excited for the Nars reward set😭 Someone stole my orgasm blush out of my makeup bag 3 yrs ago and this was finally my chance to have it replaced #sadgirlfeels https://t.co/tqEKGZRRH6,2017
2017-12-08 18:05:00+00:00,939194110929379328,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/5B5WxqGC9D via @poshmarkapp #shopmycloset,2017
2017-12-08 12:36:58+00:00,939111559753736192,I just added this to my closet on Poshmark: 1 hr sale!Nars blush contour and lip color. https://t.co/5B5WxqGC9D via @poshmarkapp #shopmycloset,2017
2017-12-08 06:07:56+00:00,939013657240862720,#nars #blush #makeup  😊  click here ↪ https://t.co/Oe6RKMO3TU ↩ #FolloForFolloBack #folloback #folloMe 😊 #everydayyyye https://t.co/W2a8R7NAdr,2017
2017-12-08 05:37:49+00:00,939006079203082241,LIKE I REALLY WANT THE NARS ORGASM BLUSH HOOOOOOO https://t.co/DrFSROXoJk,2017
2017-12-07 01:21:23+00:00,938579157574852608,HI FRIENDS SO what *medium* of nars orgasm blush should i fucking buy y'all,2017
2017-12-07 00:19:46+00:00,938563650981314560,I just added this to my closet on Poshmark: Nars blush contour and lip color palette. https://t.co/5B5WxqGC9D via @poshmarkapp #shopmycloset,2017
2017-12-06 22:03:52+00:00,938529451645825025,"Trying out a mixed metals look! Shadow is Callisto by Nars, highlight and contour are from the original Carli Bybel palette, blush is Rockateur by Benefit, and lip is a Milani liquid matte-metallic called Prismattic Touch. @narsissist @carlibel @benefitcosmetics @milanicosmetics https://t.co/1lO4kTgq98",2017
2017-12-06 20:26:37+00:00,938504974572670976,Add in the Nars liquid blush and too faced dark chocolate bronzer. I feel like I’m dying but my face don’t show it https://t.co/DmkALdyiP7,2017
2017-12-06 13:12:20+00:00,938395683517878274,"Hurry up Santa 🎅! I'm getting desperate!
#nars #narsblush #santa #wishlist https://t.co/cFfscQdEbH",2017
2017-12-06 12:19:01+00:00,938382266681647104,"@akosiBiancAmaze Sa Lahat na try ko I love Bobbi brown eye makeup. NARS for the blush on, shishedo for the lipstick.Laura Mercier has a good set of make up too. Enjoy! 😊",2017
2017-12-06 10:49:20+00:00,938359696037203968,"Base:
Nars New Oreleans Foundation
Mac Pleasure Model Blush
Hourglass Ambient Lighting… https://t.co/XEHStkrC3G",2017
2017-12-06 06:23:36+00:00,938292823828377601,"The Best Blush for Winter, According to 11 Vogue Editors: Nars, Tom Ford and More https://t.co/P3TtArZpKC via @voguemagazine",2017
2017-12-06 02:50:26+00:00,938239179888189440,@GlamLifeGuru Would love to find a dupe for NARS Orgasm blush or as I call it “fake orgasm” lol,2017
2017-12-06 02:45:11+00:00,938237855448621056,"MAYBELLINE Barely Branded 
Urban Decay NAKED HEAT
Bobbi Brown Heat Ray
tarte blush bazaar
NARS JANE、ZAMBEZE
#今日のメイク https://t.co/8J8J4GfaoI",2017
2017-12-06 01:21:40+00:00,938216838160371712,"@NARSCosmetics Foundation Stick, Concealer, &amp; Blush. @ABHcosmetics @norvina1 Subculture, Powder Contour, Liquid Glow, Brow Powder, &amp; Liquid Lipstick. @KATVONDbeauty Tattoo Liner @stilacosmetics Huge Mascara. #nars #ABHFam #stila #katvondbeauty https://t.co/2dJOd6oKOy",2017
2017-12-05 23:10:42+00:00,938183878996627457,nars orgasm is my fav blush shade ever,2017
2017-12-05 23:00:33+00:00,938181327207256069,"The Best Blush for Winter, According to 11 *Vogue* Editors: Nars, Tom Ford and More https://t.co/gNvh1zQHCc",2017
2017-12-05 22:50:06+00:00,938178696904523778,"The Best Blush for Winter, According to 11 *Vogue* Editors: Nars, Tom Ford and More https://t.co/6Rl8oyumnl https://t.co/P8434zuYC3",2017
2017-12-05 18:32:50+00:00,938113955142291456,@yelllowmint oh gosh that’s terrible ;; I love NARS blush palettes as well but I really don’t need any more blush either.. I saw this https://t.co/MSzH2mfV5r in my email this morning and i LOVE it but idk if I would use it...,2017
2017-12-05 18:06:12+00:00,938107252321538057,"@wingspike I did consider getting a Dolce Vita blush to keep in my makeup bag since I have it in a palette and it's one of my favorites, but it's not a must-have right now. I also lost a couple of NARS lipsticks bc they were in my car during the storm and I had to throw them out. :(",2017
2017-12-05 18:05:19+00:00,938107026823110662,"@wingspike Not that I need any new palettes anyway! I have several at home and I rarely use eye shadow. I do love blush palettes, but I have lots of blush already, esp NARS.",2017
2017-12-04 19:55:29+00:00,937772366322692097,@143RealityTV @wendycardenb @Galea430 I like Borghese foundation. Stilla liquid eye liner. Nars. Blush. Josie Maran contouring. It Mascara. I  could go on and on. 💅💄👄👁,2017
