date,tweet_id,text,year
2020-12-31 23:56:53+00:00,1344794686959964160,"@kcroninfurman Oh wow, I can practically see the Nars blush and Stila e/s.",2020
2020-12-31 22:48:30+00:00,1344777481157373953,Okay but NARS’s blush in organs is my new fav,2020
2020-12-31 20:22:22+00:00,1344740704229220352,@_KRVSX NARS orgasm blush is 💥💥💥💥💥💥💥💥💥💥💥💥💣💣,2020
2020-12-30 15:24:30+00:00,1344303356819419136,That NARS ‘Orgasm’ blush gone do it every time.,2020
2020-12-30 03:56:43+00:00,1344130268823613440,"@ohmybeautybank Cushion / bedak : Focallure loose pwoder, BenNye loose powder
Bb cream / foundation : nars
Eyeshadow : Sephora
Pensil alis : implora shade brown
Maskara : Maybelline 
Eyeliner : lupa lgi 
Blush on : sephora
Primer : nyx
Concealer : Maybelline fit me, too faced",2020
2020-12-30 00:12:10+00:00,1344073757187518466,Thought #Seduction was discontinued for years. Just cut out the middle man and ordered directly from #NARS along with an awesome eye shadow palette #NarsBlush #NarsSeduction @NARSCosmetics #TreatYourself #NarsCosmetics #NarsCosmeticsCanada #Makeup #Blush #ExtremeEffects 👄 😘,2020
2020-12-29 20:12:41+00:00,1344013491099865093,NARS Torrid liquid blush....THAT girl. Wow,2020
2020-12-29 18:41:36+00:00,1343990569320722436,noel miller finding out a nars blush shade is called “orgasm” is hilarious,2020
2020-12-29 16:21:53+00:00,1343955408583618562,nars blush in orgasm is just &lt;3,2020
2020-12-29 09:26:55+00:00,1343850977565130753,"@ohmybeautybank Skintype : sensi dry
Skintone : beige 
Undertone : warm
Foundation : estee lauder
Concealer : estee lauder 
Bb Cushion : moonshot
Primer : make up forever step 1
Browcara : the saem
Blush On : nars
Mascara : loreal paris
Eye Shadow : maybelline
Lippies : chanel x peripera",2020
2020-12-29 00:31:24+00:00,1343716211234926595,@bb22matriarchy @dirtymekirby I personally like Tarte's amazon clay foundation  and bare minerals face color for bronzer and blush. Use with the kabuki brush. Nars has a great tube concealer if you need one.,2020
2020-12-28 17:44:17+00:00,1343613757553930242,@GoddessVL The exclusive nars blush they gave out was my all time fave. I'm so sad they don't sell it anymore,2020
2020-12-28 16:06:39+00:00,1343589187430326281,#NARS #liquidblush #blush this is such a beautiful product by nars.  #newyearsamefaves https://t.co/fD5ncZzPHI https://t.co/Oi3HVDRiao,2020
2020-12-28 14:02:18+00:00,1343557894592110592,"It’s Mac fix plus, Laura mercier cushion foundation, hourglass blush, Nars mascara, Anastasia brow pomade, and Kylie lipstick",2020
2020-12-28 10:58:12+00:00,1343511562397446146,Nars powder blush in shade Dolce Vita! Charlotte Tilbury liquid blush in shade Pinkgasm! Rare beauty liquid highlighter in shade Mesmerize! Sol De Janeiro glow oil in shade Carnaval Queen! I use the glow oil as a blush topper 💫,2020
2020-12-28 05:06:01+00:00,1343422931620257795,NARS Air Matte Blush &amp; Lip Color Collection for Spring 2021 https://t.co/jz94FcCpcA,2020
2020-12-28 01:38:28+00:00,1343370702120955906,"@elisssse_ Also got NARS Orgasm blush which I’ve surprisingly never used yet, I’ve got their concealer and a couple of lip pencils",2020
2020-12-28 00:42:28+00:00,1343356607376338950,I bought myself some make-up after not wearing any for many years. I got some blush (NARS orgasm) and lipstick to brighten up my tired face a little. It feels good and I like how I look. #feelingpretty,2020
2020-12-28 00:37:08+00:00,1343355265312296964,should I just be basic and buy thr nars orgasm blush.....,2020
2020-12-27 23:03:44+00:00,1343331762106216449,NARS Air Matte Blush &amp; Lip Color Spring 2021 Collection https://t.co/POcE4a6tZ6 https://t.co/pk9zCSc6Pf,2020
2020-12-27 20:38:35+00:00,1343295231882620936,Why have I still not bought an nars orgasm blush what is wrong with me,2020
2020-12-27 16:47:19+00:00,1343237034157207555,NARS Air Matte Lip Color and Air Matte Blush https://t.co/ATNkyVTLxt,2020
2020-12-27 16:14:50+00:00,1343228860385529857,"Available Now! 🚨 LINK ➡️ https://t.co/GvFqoaWgLc online @ultabeauty The NEW! Air Matte Collection ❤️💗by #Nars Includes:
-Air Matte Lip Color $26 in 8 shades 
-Air Matte Blush $30 in 4 shades https://t.co/FSdfumU3wu",2020
2020-12-27 14:40:16+00:00,1343205060357062659,"NARS Air Matte Blush &amp; Lip Color Collection for Spring 2021 https://t.co/qvQ4nyhca1

Release Date + About the Launch

Air Matte Blush. Comes on soft. Goes all the way. Wear if you dare. Introducing a perfectly diffused, soft-touch matte blush with a thrill of color. Uniquely li…",2020
2020-12-27 14:10:20+00:00,1343197526187536386,NARS Air Matte Blush &amp; Lip Color Collection for Spring 2021 https://t.co/PARydzAWj6,2020
2020-12-27 13:59:11+00:00,1343194720437198848,New on the blog -- NARS Air Matte Blush &amp; Lip Color Collection for Spring 2021 -- Read now:  https://t.co/UVtjy1RhsP https://t.co/80Rj0NogHQ,2020
2020-12-27 08:19:15+00:00,1343109175690194944,Ok hear me out; hourglass vanish stick foundation with Soleil de tan Chanel and nars orgasm cream blush.. 💅🏽 ummf lol,2020
2020-12-27 05:22:14+00:00,1343064628234866689,@Askari_H Aap jaise logo ki wakhri hi baatein 😋 we are worried about eyebrows touch up session. Nars blush on and tarte pellet 😋😅,2020
2020-12-27 01:21:03+00:00,1343003930217746434,Check out what I just added to my closet on Poshmark: Nars blush and bronzer duo. https://t.co/Ke26neLVLQ via @poshmarkapp #shopmycloset,2020
2020-12-27 01:08:24+00:00,1343000746569027585,"₱1,640.00 -40% | NARS Blush 0.16oz, 4.8g (4016) | https://t.co/CNxWlq4Lqz",2020
2020-12-26 21:37:12+00:00,1342947595136749571,oops bought a nars blush i hope it'll excite me,2020
2020-12-26 21:34:38+00:00,1342946949641752576,NARS orgasm blush. sheer as if,2020
2020-12-26 10:21:33+00:00,1342777563295281154,"NARS liquid blush 
690 THB (ป้าย 810 THB) 
#kingpower #บลัชออน #พรี #คลอ #ของขวัญ #ราคาดี #ไว้ขายของห้ามรีวิวโว้ยย #หิ้ว https://t.co/WiiiLw76Fe",2020
2020-12-25 20:02:25+00:00,1342561356222967811,"Best Sephora makeup under 100 dollars for your New Year glam look! Nars concealer, foundation and blush bronzer duo.  https://t.co/0LwUiz84LO @liketoknow.it #liketkit #LTKNewYear #LTKunder100 #LTKbeauty #LTKunder50",2020
2020-12-25 09:06:22+00:00,1342396256954380289,"Nars Blush สี Orgasm สุดฮิต full size

📌660฿ (shop1250)💥💥💥
*** (สีอื่นๆ 890฿)

⚡️Free EMS⚡️
#howtoperfect #howtobeauty #ของมันต้องมี #ชี้เป้าโปรถูก #ใช้ดีบอกต่อ https://t.co/Vj3pIaK2Fi",2020
2020-12-25 01:33:13+00:00,1342282218484318208,The blush “Deepthroat” from NARS gotta be my fave,2020
2020-12-24 10:13:01+00:00,1342050638855884802,NARS Claudette Blush Duo Review &amp; Swatches https://t.co/wY4ZhNcMd6,2020
2020-12-24 04:23:44+00:00,1341962741683113984,"no one care but skin is sulwhasoo cushion, patrick ta blush, nars bronzer, glossier oil serum, tatcha dewy skin spray; eyes are fenty liner + mac shadow; lips clio liquid tint u_u",2020
2020-12-23 23:40:37+00:00,1341891493217382413,That deep throat blush x nars is THE best blush for medium black girls.,2020
