date,tweet_id,text,year,contains_word,text_preprocessed,length
2021-02-04 02:18:30+00:00,1.36e+18,is nars blush any good? sunnies face blush doesn’t last long on my cheeks 🥲,2021.0,False,is   any good? sunnies face  doesn’t last long on my cheeks 🥲,12
2021-02-02 18:44:46+00:00,1.36e+18,"@youngjoflexer Patrick ta, Nars, and Becca are my fave brands for blush ☺️☺️☺️",2021.0,False,"Patrick ta, , and Becca are my fave brands for  ☺️☺️☺️",11
2021-01-31 15:32:07+00:00,1.36e+18,"@nazz_u Nars fervor, I mix the two shades together it’s so cute and pretty. I still need to find the perfect orangey blush tho😩😩",2021.0,False,"fervor, I mix the two shades together it’s so cute and pretty. I still need to find the perfect orangey  tho😩😩",21
2021-01-31 01:38:08+00:00,1.36e+18,@louiscumsocks FINE. concealer (my fav nars) bronzer (my fav hoola benefit) blush highlighter eyeliner lashes lip gloss brushes like a fluffy brush bronzer contour brush etc,2021.0,False,FINE. concealer (my fav ) bronzer (my fav hoola benefit)  highlighter eyeliner lashes lip gloss brushes like a fluffy brush bronzer contour brush etc,24
2021-01-30 20:44:53+00:00,1.36e+18,@parachutesasf OMG YAY FUN ok to start off ur gonna need a good concealer which i recommend the nars one then obvi a beauty blender then a bronzer i say the benefit hoola one then a blush any kind and a highlighter lip gloss the glossier one is very good EYELINER ANY KIND IS GOOD,2021.0,False,OMG YAY FUN ok to start off ur gonna need a good concealer which i recommend the  one then obvi a beauty blender then a bronzer i say the benefit hoola one then a  any kind and a highlighter lip gloss the glossier one is very good EYELINER ANY KIND IS GOOD,52
2021-01-29 20:11:18+00:00,1.36e+18,@xiaokaeluc @MGPH__ i heard good things about em cosmetics.. 💕❤️♥️ want to try it out soon.. 💕❤️♥️ if only the nars one have better pigments.. sigh.. could've gone ham putting blush on..,2021.0,False,i heard good things about em cosmetics.. 💕❤️♥️ want to try it out soon.. 💕❤️♥️ if only the  one have better pigments.. sigh.. could've gone ham putting  on..,28
2021-01-29 20:02:20+00:00,1.36e+18,"sorry to anyone who likes the blush... this is a personal opinion and it's a hill i'll die on... feel free to not fight me to the death.. the only thing maybe okay-ish about nars is the concealer but even then, u could get one better at a cheaper price",2021.0,False,"sorry to anyone who likes the ... this is a personal opinion and it's a hill i'll die on... feel free to not fight me to the death.. the only thing maybe okay-ish about  is the concealer but even then, u could get one better at a cheaper price",49
2021-01-29 20:01:16+00:00,1.36e+18,i said what i said nars orgasm blush is for ppl with no pigment maybe thats what YOU look like when you cum not ME the blush itself is BORING and BLAND and OVERPRICED,2021.0,False,i said what i said  orgasm  is for ppl with no pigment maybe thats what YOU look like when you cum not ME the  itself is BORING and BLAND and OVERPRICED,31
2021-01-29 19:56:56+00:00,1.36e+18,@xiaokaeluc ure right and u should say it.. nars orgasm blush overhyped and boring... society have moved past the need for nars orgasm blush.. the pigment arent even good!!! this isnt what i look like when i cum!!!!,2021.0,False,ure right and u should say it..  orgasm  overhyped and boring... society have moved past the need for  orgasm .. the pigment arent even good!!! this isnt what i look like when i cum!!!!,34
2021-01-29 01:18:22+00:00,1.35e+18,"@jennineak Stand outs for me are makeup forever foundation, benefit they’re real mascara and nars orgasm blush.",2021.0,False,"Stand outs for me are makeup forever foundation, benefit they’re real mascara and  orgasm .",15
2021-01-29 00:13:36+00:00,1.35e+18,"@jennineak oh i don’t wear eyeshadow, i really love the glossier blush it’s liquid and so pretty (and dewy), l’oréal telescopic carbon black mascara is amazing, and the new nars foundation goes on like second skin but pictures so nicely",2021.0,False,"oh i don’t wear eyeshadow, i really love the glossier  it’s liquid and so pretty (and dewy), l’oréal telescopic carbon black mascara is amazing, and the new  foundation goes on like second skin but pictures so nicely",37
2021-01-28 16:16:57+00:00,1.35e+18,"@NARSCosmetics If you want great blush, go to NARS Cosmetics!",2021.0,False,"If you want great , go to  Cosmetics!",8
2021-01-28 02:28:54+00:00,1.35e+18,I’m tempted to order this liquid blush from Nars...,2021.0,False,I’m tempted to order this liquid  from ...,8
2021-01-26 22:22:08+00:00,1.35e+18,@btaylorbeauty_ NARS. Cream blush is unmatched,2021.0,False,. Cream  is unmatched,4
2021-01-26 17:19:11+00:00,1.35e+18,"on my face: NARS Tinted Moisturizer in Seychelles and Mac Jacob Shameless Foundation in TAN R490
Rare Beauty Lucky blush mixed with Quo Beauty in Saint 80 with Milk Makeup Mars Holographic Stick, Bobbi Brown deep bronzer
Eyes: Urban Decay Heat palette and Colourpop SSS in Amaze",2021.0,False,"on my face:  Tinted Moisturizer in Seychelles and Mac Jacob Shameless Foundation in TAN R Rare Beauty Lucky  mixed with Quo Beauty in Saint  with Milk Makeup Mars Holographic Stick, Bobbi Brown deep bronzer Eyes: Urban Decay Heat palette and Colourpop SSS in Amaze",44
2021-01-26 10:50:26+00:00,1.35e+18,le blush liquide nars *___*,2021.0,False,le  liquide  *___*,3
